Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
BOHIH,ABAB3,Bouteloua hirsuta Lag. var. hirsuta,hairy grama,Poaceae
BOHIH,BOGL5,Bouteloua glandulosa (Cerv.) Swallen,rubber rabbitbrush,Poaceae
BOHIH,BOHIG,Bouteloua hirsuta Lag. var. glandulosa (Cerv.) Gould,rubber rabbitbrush,Poaceae
BOHIH,CHHI9,Chondrosum hirsutum (Lag.) Kunth,rubber rabbitbrush,Poaceae
BOIS,ABAB3,Bothriochloa ischaemum (L.) Keng,yellow bluestem,Poaceae
BOISS,ABAB3,Bothriochloa ischaemum (L.) Keng var. songarica (Rupr. ex Fisch. & C.A. Mey.) Celarier & Harlan,yellow bluestem,Poaceae
BOISS,ANISS,Andropogon ischaemum L. var. songaricus Rupr. ex Fisch. & C.A. Mey.,rubber rabbitbrush,Poaceae
BOLA,ABAB3,Botrychium lanceolatum (S.G. Gmel.) Angstr.,lanceleaf grapefern,Ophioglossaceae
BOLA2,ABAB3,Bothriochloa laguroides (DC.) Herter,silver beardgrass,Poaceae
BOLAL,ABAB3,Botrychium lanceolatum (S.G. Gmel.) Angstr. var. lanceolatum,lanceleaf grapefern,Ophioglossaceae
BOLAL,BOLAT2,Botrychium lanceolatum (S.G. Gmel.) Angstr. ssp. typicum R.T. Clausen,rubber rabbitbrush,Ophioglossaceae
BOLAT,ABAB3,Bothriochloa laguroides (DC.) Herter ssp. torreyana (Steud.) Allred & Gould,silver beardgrass,Poaceae
BOLAT,ANSAT2,Andropogon saccharoides Sw. var. torreyanus (Steud.) Hack.,rubber rabbitbrush,Poaceae
BOLAT,BOSAT,Bothriochloa saccharoides (Sw.) Rydb. var. torreyana (Steud.) Gould,rubber rabbitbrush,Poaceae
BOLAT,DISAT4,Dichanthium saccharoides (Sw.) Roberty subvar. torreyanum (Steud.) Roberty,rubber rabbitbrush,Poaceae
BOLBO,ABAB3,Bolboschoenus (Asch.) Palla,bulrush,Cyperaceae
BOLI7,ABAB3,Botrychium lineare W.H. Wagner,narrowleaf grapefern,Ophioglossaceae
BOLU,ABAB3,Botrychium lunaria (L.) Sw.,common moonwort,Ophioglossaceae
BOLU,BOLUO2,Botrychium lunaria (L.) Sw. var. onondagense (Underw.) House,rubber rabbitbrush,Ophioglossaceae
BOLU,BOON2,Botrychium onondagense Underw.,rubber rabbitbrush,Ophioglossaceae
BOMA7,ABAB3,Bolboschoenus maritimus (L.) Palla,cosmopolitan bulrush,Cyperaceae
BOMA7,BOMAP,"Bolboschoenus maritimus (L.) Palla ssp. paludosus (A. Nelson) Á. Löve & D. Löve, nom. illeg.",rubber rabbitbrush,Cyperaceae
BOMA7,BOMAP2,Bolboschoenus maritimus (L.) Palla var. paludosus (A. Nelson) Dorn,rubber rabbitbrush,Cyperaceae
BOMA7,BOPA7,Bolboschoenus paludosus (A. Nelson) Soó,rubber rabbitbrush,Cyperaceae
BOMA7,SCMA8,Schoenoplectus maritimus (L.) Lye,rubber rabbitbrush,Cyperaceae
BOMA7,SCFE4,Scirpus fernaldii E.P. Bicknell,rubber rabbitbrush,Cyperaceae
BOMA7,SCMA,Scirpus maritimus L.,rubber rabbitbrush,Cyperaceae
BOMA7,SCMAF,Scirpus maritimus L. var. fernaldii (E.P. Bicknell) Beetle,rubber rabbitbrush,Cyperaceae
BOMA7,SCMAP,Scirpus maritimus L. var. paludosus (A. Nelson) Kük.,rubber rabbitbrush,Cyperaceae
BOMA7,SCPA14,Scirpus pacificus Britton,rubber rabbitbrush,Cyperaceae
BOMA7,SCPA4,Scirpus paludosus A. Nelson,rubber rabbitbrush,Cyperaceae
BOMA7,SCPAA4,Scirpus paludosus A. Nelson var. atlanticus Fernald,rubber rabbitbrush,Cyperaceae
BOMAP4,ABAB3,Bolboschoenus maritimus (L.) Palla ssp. paludosus (A. Nelson) T. Koyama,cosmopolitan bulrush,Cyperaceae
BOMAP4,SCCA26,Scirpus campestris Britton,rubber rabbitbrush,Cyperaceae
BOMI,ABAB3,Botrychium minganense Victorin,Mingan moonwort,Ophioglossaceae
BOMI,BOLUM3,Botrychium lunaria (L.) Sw. ssp. minganense (Vict.) Calder & Roy L. Taylor,rubber rabbitbrush,Ophioglossaceae
BOMI,BOLUM2,Botrychium lunaria (L.) Sw. var. minganense (Vict.) Dole,rubber rabbitbrush,Ophioglossaceae
BOMU,ABAB3,Botrychium multifidum (S.G. Gmel.) Trevis.,leathery grapefern,Ophioglossaceae
BOMU,BOCA6,Botrychium californicum Underw.,rubber rabbitbrush,Ophioglossaceae
BOMU,BOCO3,Botrychium coulteri Underw.,rubber rabbitbrush,Ophioglossaceae
BOMU,BOMA6,Botrychium matricariae (Schrank) Spreng.,rubber rabbitbrush,Ophioglossaceae
BOMU,BOMUC6,Botrychium multifidum (S.G. Gmel.) Trevis. ssp. californicum (Underw.) R.T. Clausen,rubber rabbitbrush,Ophioglossaceae
BOMU,BOMUC5,Botrychium multifidum (S.G. Gmel.) Trevis. ssp. coulteri (Underw.) R.T. Clausen,rubber rabbitbrush,Ophioglossaceae
BOMU,BOMUS,Botrychium multifidum (S.G. Gmel.) Trevis. ssp. silaifolium (C. Presl) R.T. Clausen,rubber rabbitbrush,Ophioglossaceae
BOMU,BOMUC4,Botrychium multifidum (S.G. Gmel.) Trevis. var. californicum (Underw.) Broun,rubber rabbitbrush,Ophioglossaceae
BOMU,BOMUC3,Botrychium multifidum (S.G. Gmel.) Trevis. var. coulteri (Underw.) Broun,rubber rabbitbrush,Ophioglossaceae
BOMU,BOMUI,Botrychium multifidum (S.G. Gmel.) Trevis. var. intermedium (D.C. Eaton) Farw.,rubber rabbitbrush,Ophioglossaceae
BOMU,BOMUS2,Botrychium multifidum (S.G. Gmel.) Trevis. var. silaifolium (C. Presl) Broun,rubber rabbitbrush,Ophioglossaceae
BOMU,BOSI3,Botrychium silaifolium C. Presl,rubber rabbitbrush,Ophioglossaceae
BOMU,BOSIC2,Botrychium silaifolium C. Presl var. coulteri (Underw.) Jeps.,rubber rabbitbrush,Ophioglossaceae
BOMU,SCMU11,Sceptridium multifidum (S.G. Gmel.) M. Nishida ex Tagawa,rubber rabbitbrush,Ophioglossaceae
BOMU,SCSI7,Sceptridium silaifolium (C. Presl) Lyon,rubber rabbitbrush,Ophioglossaceae
BOPA12,ABAB3,Botrychium pallidum W.H. Wagner,pale botrychium,Ophioglossaceae
BOPI,ABAB3,Botrychium pinnatum H. St. John,northern moonwort,Ophioglossaceae
BOPI,BOBOO3,Botrychium boreale Milde ssp. obtusilobum (Rupr.) R.T. Clausen,rubber rabbitbrush,Ophioglossaceae
BOPI,BOBOO2,Botrychium boreale Milde var. obtusilobum (Rupr.) Broun,rubber rabbitbrush,Ophioglossaceae
BOSI,ABAB3,Botrychium simplex E. Hitchc.,little grapefern,Ophioglossaceae
BOSI,BOSIS2,Botrychium simplex E. Hitchc. ssp. simplex,rubber rabbitbrush,Ophioglossaceae
BOSI,BOSIT2,Botrychium simplex E. Hitchc. ssp. typicum R.T. Clausen,rubber rabbitbrush,Ophioglossaceae
BOSI,BOSIC,Botrychium simplex E. Hitchc. var. compositum (Lasch) Milde,rubber rabbitbrush,Ophioglossaceae
BOSI,BOSIL,Botrychium simplex E. Hitchc. var. laxifolium (R.T. Clausen) Fernald,rubber rabbitbrush,Ophioglossaceae
BOSI,BOSIS,Botrychium simplex E. Hitch. var. simplex,rubber rabbitbrush,Ophioglossaceae
BOSI,BOSIT,Botrychium simplex E. Hitchc. var. tenebrosum (A.A. Eaton) R.T. Clausen,rubber rabbitbrush,Ophioglossaceae
BOSI,BOTE10,Botrychium tenebrosum A.A. Eaton,rubber rabbitbrush,Ophioglossaceae
BOSI2,ABAB3,Bouteloua simplex Lag.,matted grama,Poaceae
BOSI2,CHPR11,Chondrosum procumbens Desv. ex P. Beauv.,rubber rabbitbrush,Poaceae
BOSI2,CHPR12,Chondrosum prostratum (Lag.) Sweet,rubber rabbitbrush,Poaceae
BOSP3,ABAB3,Bothriochloa springfieldii (Gould) Parodi,Springfield's beardgrass,Poaceae
BOSP3,ANSP5,Andropogon springfieldii Gould,rubber rabbitbrush,Poaceae
BOTHR,ABAB3,Bothriochloa Kuntze,beardgrass,Poaceae
BOTRY,ABAB3,Botrychium Sw.,grapefern,Ophioglossaceae
BOUTE,ABAB3,Bouteloua Lag.,grama,Poaceae
BOVI,ABAB3,Botrychium virginianum (L.) Sw.,rattlesnake fern,Ophioglossaceae
BOVI,BOVIE,Botrychium virginianum (L.) Sw. ssp. europaeum (Angstr.) Jáv.,rubber rabbitbrush,Ophioglossaceae
BOVI,BOVIE2,Botrychium virginianum (L.) Sw. var. europaeum Angstr.,rubber rabbitbrush,Ophioglossaceae
BOVI,BOVI8,Botrypus virginianus (L.) Michx.,rubber rabbitbrush,Ophioglossaceae
BRACH3,ABAB3,Brachypodium P. Beauv.,false brome,Poaceae
BRAR5,ABAB3,Bromus arvensis L.,field brome,Poaceae
BRAR5,BRAN11,Bromus anatolicus Boiss. & Heldr.,rubber rabbitbrush,Poaceae
BRAR5,BRJA,Bromus japonicus Thunb.,rubber rabbitbrush,Poaceae
BRAR5,BRJAA,Bromus japonicus Thunb. ssp. anatolicus (Boiss. & Heldr.) Penzes,rubber rabbitbrush,Poaceae
BRAR5,BRJAP,Bromus japonicus Thunb. var. porrectus Hack.,rubber rabbitbrush,Poaceae
BRAR5,BRPA10,Bromus patulus Mert. & W.D.J. Koch,rubber rabbitbrush,Poaceae
BRASS2,ABAB3,Brassica L.,mustard,Brassicaceae
BRAYA,ABAB3,Braya Sternb. & Hoppe,northern-rockcress,Brassicaceae
BRBR2,ABAB3,Brickellia brachyphylla (A. Gray) A. Gray,plumed brickellbush,Asteraceae
BRBR2,BRBRB,Brickellia brachyphylla (A. Gray) A. Gray var. brachyphylla,rubber rabbitbrush,Asteraceae
BRBR5,ABAB3,Bromus briziformis Fisch. & C.A. Mey.,rattlesnake brome,Poaceae
BRBR5,BRBR7,"Bromus brizaeformis Fisch. & C.A. Mey., orth. var.",rubber rabbitbrush,Poaceae
BRCA3,ABAB3,Brickellia californica (Torr. & A. Gray) A. Gray,California brickellbush,Asteraceae
BRCA5,ABAB3,Bromus carinatus Hook. & Arn.,California brome,Poaceae
BRCA5,BRCAC2,Bromus carinatus Hook. & Arn. var. californicus (Nutt. ex Buckley) Shear,rubber rabbitbrush,Poaceae
BRCA5,BRCAC8,Bromus carinatus Hook. & Arn. var. carinatus,rubber rabbitbrush,Poaceae
BRCA5,BRCAH,Bromus carinatus Hook. & Arn. var. hookerianus (Thurb.) Shear,rubber rabbitbrush,Poaceae
BRCA5,BRLA19,Bromus laciniatus Beal,rubber rabbitbrush,Poaceae
BRCA5,CECA11,Ceratochloa carinata (Hook. & Arn.) Tutin,rubber rabbitbrush,Poaceae
BRCA6,ABAB3,Bromus catharticus Vahl,rescuegrass,Poaceae
BRCA6,BRBR81,Bromus brevis Nees ex Steud.,rubber rabbitbrush,Poaceae
BRCA6,BRHA,Bromus haenkeanus (J. Presl) Kunth,rubber rabbitbrush,Poaceae
BRCA6,BRUN,Bromus unioloides Kunth,rubber rabbitbrush,Poaceae
BRCA6,BRWI,Bromus willdenowii Kunth,rubber rabbitbrush,Poaceae
BRCA6,CECA12,Ceratochloa cathartica (Vahl) Herter,rubber rabbitbrush,Poaceae
BRCA6,CEUN3,"Ceratochloa unioloides (Willd.) Raspail, non Bromus unioloides Kunth, nom. illeg.",rubber rabbitbrush,Poaceae
BRCA6,CEWI,Ceratochloa willdenowii (Kunth) W.A. Weber,rubber rabbitbrush,Poaceae
BRCA6,FEUN,"Festuca unioloides (Willd.) Raspail, non Bromus unioloides Kunth, nom. illeg.",rubber rabbitbrush,Poaceae
BRCAC,ABAB3,Brickellia californica (Torr. & A. Gray) A. Gray var. californica,California brickellbush,Asteraceae
BRCAC,BUCA6,Bulbostylis californica Torr. & A. Gray,rubber rabbitbrush,Asteraceae
BRCI2,ABAB3,Bromus ciliatus L.,fringed brome,Poaceae
BRCIC3,ABAB3,Bromus ciliatus L. var. ciliatus,fringed brome,Poaceae
BRCIC3,BRCA10,Bromopsis canadensis (Michx.) Holub,rubber rabbitbrush,Poaceae
BRCIC3,BRCI7,Bromopsis ciliata (L.) Holub,rubber rabbitbrush,Poaceae
BRCIC3,BRCA9,Bromus canadensis Michx.,rubber rabbitbrush,Poaceae
BRCIC3,BRCIG,Bromus ciliatus L. var. genuinus Fernald,rubber rabbitbrush,Poaceae
BRCIC3,BRCII,Bromus ciliatus L. var. intonsus Fernald,rubber rabbitbrush,Poaceae
BRCIC3,BRDU2,Bromus dudleyi Fernald,rubber rabbitbrush,Poaceae
BRCIC3,BRRIP,Bromus richardsonii Link var. pallidus (Hook.) Shear,rubber rabbitbrush,Poaceae
BRCIR,ABAB3,Bromus ciliatus L. var. richardsonii (Link) B. Boivin,fringed brome,Poaceae
BRCIR,BRCAR3,Bromopsis canadensis (Michx.) Holub ssp. richardsonii (Link) Tzvelev,rubber rabbitbrush,Poaceae
BRCIR,BRRI4,Bromopsis richardsonii (Link) Holub,rubber rabbitbrush,Poaceae
BRCIR,BRRI2,Bromus richardsonii Link,rubber rabbitbrush,Poaceae
BRDI2,ABAB3,Brachypodium distachyon (L.) P. Beauv.,purple false brome,Poaceae
BRDI2,BRDI9,Bromus distachyos L.,rubber rabbitbrush,Poaceae
BRDI2,TRDI10,Trachynia distachya (L.) Link,rubber rabbitbrush,Poaceae
BRDI3,ABAB3,Bromus diandrus Roth,ripgut brome,Poaceae
BRDIR,ABAB3,Bromus diandrus Roth ssp. rigidus (Roth) Lainz,ripgut brome,Poaceae
BRDIR,ANRI4,Anisantha rigida (Roth) Hyl.,rubber rabbitbrush,Poaceae
BRDIR,BRDIR2,Bromus diandrus Roth var. rigidus (Roth) Sales,rubber rabbitbrush,Poaceae
BRDIR,BRMA6,"Bromus maximus Desf., non Gilib.",rubber rabbitbrush,Poaceae
BRDIR,BRRI8,Bromus rigidus Roth,rubber rabbitbrush,Poaceae
BRDIR,BRVI9,"Bromus villosus Forssk., non Scop.",rubber rabbitbrush,Poaceae
BREL2,ABAB3,Brassica elongata Ehrh.,elongated mustard,Brassicaceae
BREL2,BRELI,Brassica elongata Ehrh. ssp. integrifolia (Boiss.) Breistr.,rubber rabbitbrush,Brassicaceae
BREL2,ERAR23,Erucastrum armoracioides (Czern. ex Turcz.) Cruchet,rubber rabbitbrush,Brassicaceae
BREU,ABAB3,Brickellia eupatorioides (L.) Shinners,false boneset,Asteraceae
BREUC,ABAB3,Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners,false boneset,Asteraceae
BREUC,KUEUC,Kuhnia eupatorioides L. var. corymbulosa Torr. & A. Gray,rubber rabbitbrush,Asteraceae
BREUC,KUHI,Kuhnia hitchcockii A. Nelson,rubber rabbitbrush,Asteraceae
BREUC2,ABAB3,Brickellia eupatorioides (L.) Shinners var. chlorolepis (Wooton & Standl.) B.L. Turner,false boneset,Asteraceae
BREUC2,BRCH2,Brickellia chlorolepis (Wooton & Standl.) Shinners,rubber rabbitbrush,Asteraceae
BREUC2,BRLEM,Brickellia leptophylla (Scheele) Shinners var. mexicana (Shinners) Shinners,rubber rabbitbrush,Asteraceae
BREUC2,BRROC,"Brickellia rosemarinifolia (Vent.) W.A. Weber var. chlorolepis (Wooton & Standl.) W.A. Weber, orth. var.",rubber rabbitbrush,Asteraceae
BREUC2,BRROC2,Brickellia rosmarinifolia (Vent.) W.A. Weber ssp. chlorolepis (Wooton & Standl.) W.A. Weber,rubber rabbitbrush,Asteraceae
BREUC2,BRSH2,Brickellia shaffneri (A. Gray) Shinners,rubber rabbitbrush,Asteraceae
BREUC2,KUCH2,Kuhnia chlorolepis Wooton & Standl.,rubber rabbitbrush,Asteraceae
BREUC2,KUEUC2,Kuhnia eupatorioides L. var. chlorolepis (Wooton & Standl.) Cronquist,rubber rabbitbrush,Asteraceae
BREUC2,KULEM,Kuhnia leptophylla Scheele var. mexicana Shinners,rubber rabbitbrush,Asteraceae
BREUC2,KUMI,Kuhnia microphylla Shinners,rubber rabbitbrush,Asteraceae
BREUC2,KUROC,"Kuhnia rosemarinifolia Vent. var. chlorolepis (Wooton & Standl.) S.F. Blake, orth. var.",rubber rabbitbrush,Asteraceae
BREUC2,KUROC2,Kuhnia rosmarinifolia Vent. var. chlorolepis (Wooton & Standl.) S.F. Blake,rubber rabbitbrush,Asteraceae
BREUC2,KUSH,Kuhnia shaffneri A. Gray,rubber rabbitbrush,Asteraceae
BRFR2,ABAB3,Bromus frondosus (Shear) Wooton & Standl.,weeping brome,Poaceae
BRFR2,BRFR5,Bromopsis frondosa (Shear) Holub,rubber rabbitbrush,Poaceae
BRGL,ABAB3,Braya glabella Richardson,smooth northern-rockcress,Brassicaceae
BRGLG,ABAB3,Braya glabella Richardson ssp. glabella,smooth northern-rockcress,Brassicaceae
BRGLG,BRALA,Braya alpina Sternb. & Hoppe var. americana (Hook.) S. Watson,rubber rabbitbrush,Brassicaceae
BRGLG,BRALG,Braya alpina Sternb. & Hoppe var. glabella (Richardson) S. Watson,rubber rabbitbrush,Brassicaceae
BRGLG,BRAM5,Braya americana (Hook.) Fernald,rubber rabbitbrush,Brassicaceae
BRGLG,BRAR10,Braya arctica Hook.,rubber rabbitbrush,Brassicaceae
BRGLG,BRBA,Braya bartlettiana Jordal,rubber rabbitbrush,Brassicaceae
BRGLG,BRHE3,Braya henryae Raup,rubber rabbitbrush,Brassicaceae
BRGLG,BRHUA2,Braya humilis (C.A. Mey.) B.L. Rob. var. americana (Hook.) B. Boivin,rubber rabbitbrush,Brassicaceae
BRGLG,BRHUG,Braya humilis (C.A. Mey.) B.L. Rob. var. glabella (Richardson) B. Boivin,rubber rabbitbrush,Brassicaceae
BRGR,ABAB3,Brickellia grandiflora (Hook.) Nutt.,tasselflower brickellbush,Asteraceae
BRGR,BRGRP,Brickellia grandiflora (Hook.) Nutt. var. petiolaris A. Gray,rubber rabbitbrush,Asteraceae
BRGR,COGR14,Coleosanthus grandiflorus (Hook.) Kuntze,rubber rabbitbrush,Asteraceae
BRHO2,ABAB3,Bromus hordeaceus L.,soft brome,Poaceae
BRHOH,ABAB3,Bromus hordeaceus L. ssp. hordeaceus,soft brome,Poaceae
BRHOH,BRMO2,Bromus mollis auct. non L.,rubber rabbitbrush,Poaceae
BRICK,ABAB3,Brickellia Elliott,brickellbush,Asteraceae
BRIN2,ABAB3,Bromus inermis Leyss.,smooth brome,Poaceae
BRINI,ABAB3,Bromus inermis Leyss. ssp. inermis,smooth brome,Poaceae
BRINI2,ABAB3,Bromus inermis Leyss. ssp. inermis var. inermis,smooth brome,Poaceae
BRINI2,BRIN7,Bromopsis inermis (Leyss.) Holub,rubber rabbitbrush,Poaceae
BRINP,ABAB3,Bromus inermis Leyss. ssp. pumpellianus (Scribn.) Wagnon,Pumpelly's brome,Poaceae
BRINP,BRSI4,Bromus sibiricus Drobow,rubber rabbitbrush,Poaceae
BRINP5,ABAB3,Bromus inermis Leyss. ssp. pumpellianus (Scribn.) Wagnon var. pumpellianus (Scribn.) C.L. Hitchc.,Pumpelly's brome,Poaceae
BRINP5,BRDI10,Bromopsis dicksonii (Mitchell & Wilton) Á. Löve & D. Löve,rubber rabbitbrush,Poaceae
BRINP5,BRINP3,Bromopsis inermis (Leyss.) Holub ssp. pumpelliana (Scribn.) W.A. Weber,rubber rabbitbrush,Poaceae
BRINP5,BRPU9,Bromopsis pumpelliana (Scribn.) Holub,rubber rabbitbrush,Poaceae
BRINP5,BRCIC,Bromus ciliatus L. var. coloradensis Vasey ex Beal,rubber rabbitbrush,Poaceae
BRINP5,BRINP6,Bromus inermis Leyss. var. purpurascens (Hook.) Wagnon,rubber rabbitbrush,Poaceae
BRINP5,BRINT2,Bromus inermis Leyss. var. tweedyi (Scribn. ex Beal) C.L. Hitchc.,rubber rabbitbrush,Poaceae
BRINP5,BRPU3,Bromus pumpellianus Scribn.,rubber rabbitbrush,Poaceae
BRINP5,BRPUD,Bromus pumpellianus Scribn. ssp. dicksonii Mitchell & Wilton,rubber rabbitbrush,Poaceae
BRINP5,BRPUT,Bromus pumpellianus Scribn. var. tweedyi Scribn. ex Beal,rubber rabbitbrush,Poaceae
BRINP5,BRPUV,Bromus pumpellianus Scribn. var. villosissimus Hultén,rubber rabbitbrush,Poaceae
BRIZA,ABAB3,Briza L.,quakinggrass,Poaceae
BRJU,ABAB3,Brassica juncea (L.) Czern.,brown mustard,Brassicaceae
BRJU,BRIN16,"Brassica integrifolia (Vahl) O.E.Schulz, non Rupr.",rubber rabbitbrush,Brassicaceae
BRJU,BRIN3,Brassica integrifolia Rupr.,rubber rabbitbrush,Brassicaceae
BRJU,BRJA2,Brassica japonica Thunb.,rubber rabbitbrush,Brassicaceae
BRJU,BRJUC,Brassica juncea (L.) Czern. var. crispifolia L.H. Bailey,rubber rabbitbrush,Brassicaceae
BRJU,BRJUJ,Brassica juncea (L.) Czern. var. japonica (Thunb.) L.H. Bailey,rubber rabbitbrush,Brassicaceae
BRJU,BRWI2,Brassica willdenowii Boiss.,rubber rabbitbrush,Brassicaceae
BRJU,SIJU2,Sinapis juncea L.,rubber rabbitbrush,Brassicaceae
BRLA6,ABAB3,Bromus lanatipes (Shear) Rydb.,woolly brome,Poaceae
BRLA6,BRLA10,Bromopsis lanatipes (Shear) Holub,rubber rabbitbrush,Poaceae
BRLA6,BRANL2,Bromus anomalus Rupr. ex Fourn. var. lanatipes (Shear) Hitchc.,rubber rabbitbrush,Poaceae
BRLA6,BRPOL2,Bromus porteri (J.M. Coult.) Nash var. lanatipes Shear,rubber rabbitbrush,Poaceae
BRLO,ABAB3,Brickellia longifolia S. Watson,longleaf brickellbush,Asteraceae
BRLOL3,ABAB3,Brickellia longifolia S. Watson var. longifolia,longleaf brickellbush,Asteraceae
BRMA,ABAB3,Briza maxima L.,big quakinggrass,Poaceae
BRMA4,ABAB3,Bromus marginatus Nees ex Steud.,mountain brome,Poaceae
BRMA4,BRBR4,Bromus breviaristatus Buckley,rubber rabbitbrush,Poaceae
BRMA4,BRCAL2,Bromus carinatus Hook. & Arn. var. linearis Shear,rubber rabbitbrush,Poaceae
BRMA4,BRCAM2,Bromus carinatus Hook. & Arn. var. marginatus (Nees ex Steud.) Barkworth & Anderton,rubber rabbitbrush,Poaceae
BRMA4,BRMAB,Bromus marginatus Nees ex Steud. var. breviaristatus (Buckley) Beetle,rubber rabbitbrush,Poaceae
BRMA4,BRMAL,Bromus marginatus Nees ex Steud. var. latior Shear,rubber rabbitbrush,Poaceae
BRMA4,BRMAS,Bromus marginatus Nees ex Steud. var. seminudus Shear,rubber rabbitbrush,Poaceae
BRMA4,BRSIM,Bromus sitchensis Trin. var. marginatus (Nees ex Steud.) B. Boivin,rubber rabbitbrush,Poaceae
BRMA4,CEMA10,"Ceratochloa marginata Steud ex B.D. Jacks., nom. inval.",rubber rabbitbrush,Poaceae
BRMA4,CEMA11,Ceratochloa marginata (Nees ex Steud.) W.A. Weber,rubber rabbitbrush,Poaceae
BRME,ABAB3,Briza media L.,perennial quakinggrass,Poaceae
BRMI,ABAB3,Brickellia microphylla (Nutt.) A. Gray,littleleaf brickellbush,Asteraceae
BRMIS,ABAB3,Brickellia microphylla (Nutt.) A. Gray var. scabra A. Gray,rough brickellbush,Asteraceae
BRMIS,BRMIS2,Brickellia microphylla (Nutt.) A. Gray ssp. scabra (A. Gray) W.A. Weber,rubber rabbitbrush,Asteraceae
BRMIS,BRSC5,Brickellia scabra (A. Gray) A. Nelson ex B.L. Rob.,rubber rabbitbrush,Asteraceae
BRNA,ABAB3,Brassica napus L.,rape,Brassicaceae
BRNI,ABAB3,Brassica nigra (L.) W.D.J. Koch,black mustard,Brassicaceae
BRNI,SINI4,Sinapis nigra L.,rubber rabbitbrush,Brassicaceae
BROB,ABAB3,Brickellia oblongifolia Nutt.,Mojave brickellbush,Asteraceae
BROBL,ABAB3,Brickellia oblongifolia Nutt. var. linifolia (D.C. Eaton) B.L. Rob.,narrowleaf brickellbush,Asteraceae
BROBL,BRLI2,Brickellia linifolia D.C. Eaton,rubber rabbitbrush,Asteraceae
BROMU,ABAB3,Bromus L.,brome,Poaceae
BRPO,ABAB3,Bromus polyanthus Scribn. ex Shear,Great Basin brome,Poaceae
BRPO2,ABAB3,Bromus porteri (J.M. Coult.) Nash,Porter brome,Poaceae
BRPO2,BRPO5,Bromopsis porteri J.M. Coult.,rubber rabbitbrush,Poaceae
BRPO2,BRAN13,Bromus anomalus auct. non Rupr. ex Fourn.,rubber rabbitbrush,Poaceae
BRPOP,ABAB3,Bromus polyanthus Scribn. ex Shear var. paniculatus Shear,Great Basin brome,Poaceae
BRPOP,BRPA8,Bromus paniculatus (Shear) Rydb.,rubber rabbitbrush,Poaceae
BRPOP2,ABAB3,Bromus polyanthus Scribn. ex Shear var. polyanthus,Great Basin brome,Poaceae
BRPOP2,CEPO3,Ceratochloa polyantha (Scribn. ex Shear) Tzvelev,rubber rabbitbrush,Poaceae
BRPU6,ABAB3,Bromus pubescens Muhl. ex Willd.,hairy woodland brome,Poaceae
BRPU6,BRPU11,Bromopsis pubescens (Muhl. ex Willd.) Holub,rubber rabbitbrush,Poaceae
BRPU6,BRCIL2,Bromus ciliatus L. var. laeviglumis Scribn. ex Shear,rubber rabbitbrush,Poaceae
BRPU6,BRPUL3,Bromus pubescens Muhl. ex Willd. var. laeviglumis (Scribn. ex Shear) Swallen,rubber rabbitbrush,Poaceae
BRPU6,BRPUL,Bromus purgans L. var. laeviglumis (Scribn. ex Shear) Swallen,rubber rabbitbrush,Poaceae
BRRA,ABAB3,Brassica rapa L.,field mustard,Brassicaceae
BRRA2,ABAB3,Bromus racemosus L.,bald brome,Poaceae
BRRA2,BRCO4,Bromus commutatus Schrad.,rubber rabbitbrush,Poaceae
BRRA2,BRCOA,Bromus commutatus Schrad. var. apricorum Simonkai,rubber rabbitbrush,Poaceae
BRRA2,BRPO7,Bromus popovii Drobow,rubber rabbitbrush,Poaceae
BRRAR,ABAB3,Brassica rapa L. var. rapa,field mustard,Brassicaceae
BRRAR,BRCA2,Brassica campestris L.,rubber rabbitbrush,Brassicaceae
BRRAR,BRCAR2,Brassica campestris L. ssp. rapifera (Metzger) Sinsk.,rubber rabbitbrush,Brassicaceae
BRRAR,BRCAR,Brassica campestris L. var. rapa (L.) Hartm.,rubber rabbitbrush,Brassicaceae
BRRAR,BRRAC,Brassica rapa L. ssp. campestris (L.) Clapham,rubber rabbitbrush,Brassicaceae
BRRAR,BRRAO,Brassica rapa L. ssp. olifera DC.,rubber rabbitbrush,Brassicaceae
BRRAR,BRRAR2,Brassica rapa L. ssp. rapa,rubber rabbitbrush,Brassicaceae
BRRAR,BRRAR3,Brassica rapa L. ssp. rapifera Metzger,rubber rabbitbrush,Brassicaceae
BRRAR,BRRAS8,Brassica rapa L. ssp. sylvestris Janchen,rubber rabbitbrush,Brassicaceae
BRRAR,BRRAC2,Brassica rapa L. var. campestris (L.) W.D.J. Koch,rubber rabbitbrush,Brassicaceae
BRRAR,CASU20,Caulanthus sulfureus Payson,rubber rabbitbrush,Brassicaceae
BRSE,ABAB3,Bromus secalinus L.,rye brome,Poaceae
BRSES,ABAB3,Bromus secalinus L. var. secalinus,rye brome,Poaceae
BRSES,BRSEH,Bromus secalinus L. var. hirsutus Kindb.,rubber rabbitbrush,Poaceae
BRSES,BRSEH2,Bromus secalinus L. var. hirtus (F.W. Schultz) Hegi,rubber rabbitbrush,Poaceae
BRSQ2,ABAB3,Bromus squarrosus L.,corn brome,Poaceae
BRST2,ABAB3,Bromus sterilis L.,poverty brome,Poaceae
